,date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc,date_date
591,25/04/2020,Daegu,6845,18,6102,4510.0,662,926,4.0,725,3.0,2020-04-25
592,25/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0,2020-04-25
593,25/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-25
594,25/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-04-25
595,25/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-04-25
596,25/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-25
597,25/04/2020,Gyeonggi,662,152,468,29.0,320,57,62.0,42,2.0,2020-04-25
598,25/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-25
599,25/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-25
600,25/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0,2020-04-25
601,25/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-25
602,25/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-25
603,25/04/2020,Gyeong- buk,1364,10,1220,566.0,462,192,0.0,134,0.0,2020-04-25
604,25/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-04-25
605,25/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-25
606,25/04/2020,Airport,430,430,0,0.0,0,0,0.0,0,4.0,2020-04-25
607,25/04/2020,Total,10718,1027,8662,5212.0,2046,1247,157.0,1029,10.0,2020-04-25
608,26/04/2020,Seoul,629,248,357,8.0,262,18,69.0,24,0.0,2020-04-26
609,26/04/2020,Busan,137,24,84,12.0,53,18,1.0,29,1.0,2020-04-26
610,26/04/2020,Daegu,6846,18,6103,4510.0,662,927,4.0,725,1.0,2020-04-26
611,26/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0,2020-04-26
612,26/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-26
613,26/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-04-26
614,26/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-04-26
615,26/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-26
616,26/04/2020,Gyeonggi,668,158,468,29.0,320,57,62.0,42,6.0,2020-04-26
617,26/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-26
618,26/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-26
619,26/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0,2020-04-26
620,26/04/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,1.0,2020-04-26
621,26/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-26
622,26/04/2020,Gyeong- buk,1364,10,1220,566.0,462,192,0.0,134,0.0,2020-04-26
623,26/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-04-26
624,26/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-26
625,26/04/2020,Airport,431,431,0,0.0,0,0,0.0,0,1.0,2020-04-26
626,26/04/2020,Total,10728,1037,8663,5212.0,2046,1248,157.0,1028,10.0,2020-04-26
627,27/04/2020,Seoul,629,248,357,8.0,262,18,69.0,24,0.0,2020-04-27
628,27/04/2020,Busan,137,24,84,12.0,53,18,1.0,29,0.0,2020-04-27
629,27/04/2020,Daegu,6847,18,6105,4510.0,662,929,4.0,724,1.0,2020-04-27
630,27/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0,2020-04-27
631,27/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-27
632,27/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-04-27
633,27/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-04-27
634,27/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-27
635,27/04/2020,Gyeonggi,671,159,470,29.0,320,59,62.0,42,3.0,2020-04-27
636,27/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-27
637,27/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-27
638,27/04/2020,Chung- nam,142,12,120,0.0,118,1,1.0,10,1.0,2020-04-27
639,27/04/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0,2020-04-27
640,27/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-27
641,27/04/2020,Gyeong- buk,1364,10,1220,566.0,462,192,0.0,134,0.0,2020-04-27
642,27/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-04-27
643,27/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-27
644,27/04/2020,Airport,436,436,0,0.0,0,0,0.0,0,5.0,2020-04-27
645,27/04/2020,Total,10738,1044,8667,5212.0,2046,1252,157.0,1027,10.0,2020-04-27
646,28/04/2020,Seoul,633,252,357,8.0,262,18,69.0,24,4.0,2020-04-28
647,28/04/2020,Busan,137,24,84,12.0,53,18,1.0,29,0.0,2020-04-28
648,28/04/2020,Daegu,6849,20,6105,4510.0,663,928,4.0,724,2.0,2020-04-28
649,28/04/2020,Incheon,93,41,48,2.0,34,5,7.0,4,1.0,2020-04-28
650,28/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-28
651,28/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-04-28
652,28/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-04-28
653,28/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-28
654,28/04/2020,Gyeonggi,674,162,470,29.0,322,57,62.0,42,3.0,2020-04-28
655,28/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-28
656,28/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-28
657,28/04/2020,Chung- nam,142,12,120,0.0,118,1,1.0,10,0.0,2020-04-28
658,28/04/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0,2020-04-28
659,28/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-28
660,28/04/2020,Gyeong- buk,1365,10,1221,566.0,463,192,0.0,134,1.0,2020-04-28
661,28/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-04-28
662,28/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-28
663,28/04/2020,Airport,439,439,0,0.0,0,0,0.0,0,3.0,2020-04-28
664,28/04/2020,Total,10752,1056,8669,5212.0,2050,1249,158.0,1027,14.0,2020-04-28
665,29/04/2020,Seoul,633,252,357,8.0,262,18,69.0,24,0.0,2020-04-29
666,29/04/2020,Busan,137,24,84,12.0,53,18,1.0,29,0.0,2020-04-29
667,29/04/2020,Daegu,6852,20,6108,4510.0,665,929,4.0,724,3.0,2020-04-29
668,29/04/2020,Incheon,93,41,48,2.0,34,5,7.0,4,0.0,2020-04-29
669,29/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-29
670,29/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-04-29
671,29/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-04-29
672,29/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-29
673,29/04/2020,Gyeonggi,676,163,470,29.0,322,57,62.0,43,2.0,2020-04-29
674,29/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-29
675,29/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-29
676,29/04/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,1.0,2020-04-29
677,29/04/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0,2020-04-29
678,29/04/2020,Jeonnam,15,7,5,1.0,1,2,1.0,3,0.0,2020-04-29
679,29/04/2020,Gyeong- buk,1365,10,1221,566.0,463,192,0.0,134,0.0,2020-04-29
680,29/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-04-29
681,29/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-29
682,29/04/2020,Airport,442,442,0,0.0,0,0,0.0,0,3.0,2020-04-29
683,29/04/2020,Total,10761,1061,8670,5212.0,2050,1250,158.0,1030,9.0,2020-04-29
684,30/04/2020,Seoul,633,252,357,8.0,262,18,69.0,24,0.0,2020-04-30
685,30/04/2020,Busan,137,24,84,12.0,53,18,1.0,29,0.0,2020-04-30
686,30/04/2020,Daegu,6852,20,6108,4510.0,665,929,4.0,724,0.0,2020-04-30
687,30/04/2020,Incheon,93,41,48,2.0,34,5,7.0,4,0.0,2020-04-30
688,30/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-30
689,30/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-04-30
690,30/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-04-30
691,30/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-30
692,30/04/2020,Gyeonggi,676,163,470,29.0,322,57,62.0,43,0.0,2020-04-30
693,30/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-30
694,30/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-30
695,30/04/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-04-30
696,30/04/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0,2020-04-30
697,30/04/2020,Jeonnam,15,7,5,1.0,1,2,1.0,3,0.0,2020-04-30
698,30/04/2020,Gyeong- buk,1365,10,1221,566.0,463,192,0.0,134,0.0,2020-04-30
699,30/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-04-30
700,30/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-30
701,30/04/2020,Airport,446,446,0,0.0,0,0,0.0,0,4.0,2020-04-30
702,30/04/2020,Total,10765,1065,8670,5212.0,2050,1250,158.0,1030,4.0,2020-04-30
703,01/05/2020,Seoul,634,253,357,8.0,262,18,69.0,24,1.0,2020-05-01
704,01/05/2020,Busan,137,24,84,12.0,53,18,1.0,29,0.0,2020-05-01
705,01/05/2020,Daegu,6852,20,6108,4510.0,665,929,4.0,724,0.0,2020-05-01
706,01/05/2020,Incheon,94,42,48,2.0,34,5,7.0,4,1.0,2020-05-01
707,01/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-01
708,01/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-05-01
709,01/05/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-05-01
710,01/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-05-01
711,01/05/2020,Gyeonggi,678,165,470,29.0,322,57,62.0,43,2.0,2020-05-01
712,01/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-05-01
713,01/05/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-05-01
714,01/05/2020,Chung- nam,143,13,120,,118,1,1.0,10,0.0,2020-05-01
715,01/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0,2020-05-01
716,01/05/2020,Jeonnam,15,7,5,1.0,1,2,1.0,3,0.0,2020-05-01
717,01/05/2020,Gyeong- buk,1366,10,1222,566.0,464,192,0.0,134,1.0,2020-05-01
718,01/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-05-01
719,01/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-05-01
720,01/05/2020,Airport,450,450,0,0.0,0,0,0.0,0,4.0,2020-05-01
721,01/05/2020,Total,10774,1073,8671,5212.0,2051,1250,158.0,1030,9.0,2020-05-01
722,02/05/2020,Seoul,635,255,357,8.0,264,16,69.0,23,1.0,2020-05-02
723,02/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,1.0,2020-05-02
724,02/05/2020,Daegu,6852,20,6108,4510.0,665,929,4.0,724,0.0,2020-05-02
725,02/05/2020,Incheon,95,43,48,2.0,34,5,7.0,4,1.0,2020-05-02
726,02/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-02
727,02/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-05-02
728,02/05/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-05-02
729,02/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-05-02
730,02/05/2020,Gyeonggi,678,165,470,29.0,327,52,62.0,43,0.0,2020-05-02
731,02/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-05-02
732,02/05/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-05-02
733,02/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-05-02
734,02/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0,2020-05-02
735,02/05/2020,Jeonnam,15,7,5,1.0,1,2,1.0,3,0.0,2020-05-02
736,02/05/2020,Gyeong- buk,1366,11,1222,566.0,464,192,0.0,133,0.0,2020-05-02
737,02/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-05-02
738,02/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-05-02
739,02/05/2020,Airport,453,453,0,0.0,0,0,0.0,0,3.0,2020-05-02
740,02/05/2020,Total,10780,1081,8671,5212.0,2058,1243,158.0,1028,6.0,2020-05-02
741,03/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,2.0,2020-05-03
742,03/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,0.0,2020-05-03
743,03/05/2020,Daegu,6856,21,6109,4510.0,666,929,4.0,726,4.0,2020-05-03
744,03/05/2020,Incheon,95,43,48,2.0,34,5,7.0,4,0.0,2020-05-03
745,03/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-03
746,03/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-05-03
747,03/05/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-05-03
748,03/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-05-03
749,03/05/2020,Gyeonggi,680,167,470,29.0,327,52,62.0,43,2.0,2020-05-03
750,03/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-05-03
751,03/05/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-05-03
752,03/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-05-03
753,03/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0,2020-05-03
754,03/05/2020,Jeonnam,15,7,5,1.0,1,2,1.0,3,0.0,2020-05-03
755,03/05/2020,Gyeong- buk,1366,11,1222,566.0,464,192,0.0,133,0.0,2020-05-03
756,03/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-05-03
757,03/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-05-03
758,03/05/2020,Airport,458,458,0,0.0,0,0,0.0,0,5.0,2020-05-03
759,03/05/2020,Total,10793,1091,8672,5212.0,2059,1243,158.0,1030,13.0,2020-05-03
760,04/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,0.0,2020-05-04
761,04/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,0.0,2020-05-04
762,04/05/2020,Daegu,6856,21,6116,4510.0,677,925,4.0,719,0.0,2020-05-04
763,04/05/2020,Incheon,96,44,48,2.0,34,5,7.0,4,1.0,2020-05-04
764,04/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-04
765,04/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-05-04
766,04/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,1.0,2020-05-04
767,04/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-05-04
768,04/05/2020,Gyeonggi,681,168,470,29.0,327,52,62.0,43,1.0,2020-05-04
769,04/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-05-04
770,04/05/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-05-04
771,04/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-05-04
772,04/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0,2020-05-04
773,04/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,1.0,2020-05-04
774,04/05/2020,Gyeong- buk,1366,11,1224,566.0,466,192,0.0,131,0.0,2020-05-04
775,04/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-05-04
776,04/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-05-04
777,04/05/2020,Airport,462,462,0,0.0,0,0,0.0,0,4.0,2020-05-04
778,04/05/2020,Total,10801,1099,8681,5212.0,2073,1238,158.0,1021,8.0,2020-05-04
779,05/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,0.0,2020-05-05
780,05/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,0.0,2020-05-05
781,05/05/2020,Daegu,6856,21,6116,4510.0,677,925,4.0,719,0.0,2020-05-05
782,05/05/2020,Incheon,97,45,48,2.0,34,5,7.0,4,1.0,2020-05-05
783,05/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-05
784,05/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-05-05
785,05/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0,2020-05-05
786,05/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-05-05
787,05/05/2020,Gyeonggi,681,168,470,29.0,327,52,62.0,43,0.0,2020-05-05
788,05/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-05-05
789,05/05/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-05-05
790,05/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-05-05
791,05/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0,2020-05-05
792,05/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0,2020-05-05
793,05/05/2020,Gyeong- buk,1366,11,1224,566.0,466,192,0.0,131,0.0,2020-05-05
794,05/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-05-05
795,05/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-05-05
796,05/05/2020,Airport,464,464,0,0.0,0,0,0.0,0,2.0,2020-05-05
797,05/05/2020,Total,10804,1102,8681,5212.0,2073,1238,158.0,1021,3.0,2020-05-05
798,06/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,0.0,2020-05-06
799,06/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,0.0,2020-05-06
800,06/05/2020,Daegu,6856,21,6116,4510.0,679,923,4.0,719,0.0,2020-05-06
801,06/05/2020,Incheon,97,45,48,2.0,34,5,7.0,4,0.0,2020-05-06
802,06/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-06
803,06/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-05-06
804,06/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0,2020-05-06
805,06/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-05-06
806,06/05/2020,Gyeonggi,681,168,470,29.0,327,52,62.0,43,0.0,2020-05-06
807,06/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-05-06
808,06/05/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-05-06
809,06/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-05-06
810,06/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0,2020-05-06
811,06/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0,2020-05-06
812,06/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0,2020-05-06
813,06/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-05-06
814,06/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-05-06
815,06/05/2020,Airport,466,466,0,0.0,0,0,0.0,0,2.0,2020-05-06
816,06/05/2020,Total,10806,1104,8681,5212.0,2077,1234,158.0,1021,2.0,2020-05-06
817,07/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,0.0,2020-05-07
818,07/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,0.0,2020-05-07
819,07/05/2020,Daegu,6856,21,6115,4510.0,678,923,4.0,720,0.0,2020-05-07
820,07/05/2020,Incheon,97,45,48,2.0,34,5,7.0,4,0.0,2020-05-07
821,07/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-07
822,07/05/2020,Daejeon,41,11,21,2.0,11,8,0.0,9,1.0,2020-05-07
823,07/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0,2020-05-07
824,07/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-05-07
825,07/05/2020,Gyeonggi,682,168,470,29.0,327,52,62.0,44,1.0,2020-05-07
826,07/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-05-07
827,07/05/2020,Chung- buk,46,6,32,6.0,18,6,2.0,8,1.0,2020-05-07
828,07/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-05-07
829,07/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0,2020-05-07
830,07/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0,2020-05-07
831,07/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0,2020-05-07
832,07/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-05-07
833,07/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-05-07
834,07/05/2020,Airport,467,467,0,0.0,0,0,0.0,0,1.0,2020-05-07
835,07/05/2020,Total,10810,1107,8680,5212.0,2076,1234,158.0,1023,4.0,2020-05-07
836,08/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,0.0,2020-05-08
837,08/05/2020,Busan,140,27,84,12.0,53,18,1.0,29,2.0,2020-05-08
838,08/05/2020,Daegu,6859,24,6115,4510.0,678,923,4.0,720,3.0,2020-05-08
839,08/05/2020,Incheon,97,45,48,2.0,34,5,7.0,4,0.0,2020-05-08
840,08/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-08
841,08/05/2020,Daejeon,41,11,21,2.0,11,8,0.0,9,0.0,2020-05-08
842,08/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0,2020-05-08
843,08/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-05-08
844,08/05/2020,Gyeonggi,684,169,471,29.0,327,53,62.0,44,2.0,2020-05-08
845,08/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-05-08
846,08/05/2020,Chung- buk,47,7,32,6.0,18,6,2.0,8,1.0,2020-05-08
847,08/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-05-08
848,08/05/2020,Jeonbuk,19,10,4,1.0,3,0,0.0,5,1.0,2020-05-08
849,08/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0,2020-05-08
850,08/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0,2020-05-08
851,08/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-05-08
852,08/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-05-08
853,08/05/2020,Airport,470,470,0,0.0,0,0,0.0,0,3.0,2020-05-08
854,08/05/2020,Total,10822,1118,8681,5212.0,2076,1235,158.0,1023,12.0,2020-05-08
855,09/05/2020,Seoul,649,257,369,8.0,276,16,69.0,23,12.0,2020-05-09
856,09/05/2020,Busan,141,27,85,12.0,54,18,1.0,29,1.0,2020-05-09
857,09/05/2020,Daegu,6859,24,6115,4510.0,678,923,4.0,720,0.0,2020-05-09
858,09/05/2020,Incheon,98,45,49,2.0,35,5,7.0,4,1.0,2020-05-09
859,09/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-09
860,09/05/2020,Daejeon,41,11,21,2.0,11,8,0.0,9,0.0,2020-05-09
861,09/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0,2020-05-09
862,09/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-05-09
863,09/05/2020,Gyeonggi,688,170,474,29.0,330,53,62.0,44,4.0,2020-05-09
864,09/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-05-09
865,09/05/2020,Chung- buk,47,7,32,6.0,18,6,2.0,8,0.0,2020-05-09
866,09/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-05-09
867,09/05/2020,Jeonbuk,19,10,4,1.0,3,0,0.0,5,0.0,2020-05-09
868,09/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0,2020-05-09
869,09/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0,2020-05-09
870,09/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-05-09
871,09/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-05-09
872,09/05/2020,Airport,470,470,0,0.0,0,0,0.0,0,0.0,2020-05-09
873,09/05/2020,Total,10840,1119,8698,5212.0,2093,1235,158.0,1023,18.0,2020-05-09
874,10/05/2020,Seoul,663,259,381,8.0,288,16,69.0,23,14.0,2020-05-10
875,10/05/2020,Busan,141,27,85,12.0,54,18,1.0,29,0.0,2020-05-10
876,10/05/2020,Daegu,6861,24,6115,4510.0,678,923,4.0,722,2.0,2020-05-10
877,10/05/2020,Incheon,101,45,52,2.0,38,5,7.0,4,3.0,2020-05-10
878,10/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-10
879,10/05/2020,Daejeon,41,11,21,2.0,11,8,0.0,9,0.0,2020-05-10
880,10/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0,2020-05-10
881,10/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-05-10
882,10/05/2020,Gyeonggi,694,170,480,29.0,337,52,62.0,44,6.0,2020-05-10
883,10/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-05-10
884,10/05/2020,Chung- buk,49,7,34,6.0,20,6,2.0,8,2.0,2020-05-10
885,10/05/2020,Chung- nam,143,13,120,,118,1,1.0,10,0.0,2020-05-10
886,10/05/2020,Jeonbuk,19,10,4,1.0,3,0,0.0,5,0.0,2020-05-10
887,10/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0,2020-05-10
888,10/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0,2020-05-10
