index,date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc
1047,19/05/2020,Daegu,6871,25,6115,4510.0,678,923,4.0,731,0.0
1048,19/05/2020,Incheon,126,47,74,2.0,59,6,7.0,5,2.0
1049,19/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1050,19/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,0.0
1051,19/05/2020,Ulsan,49,18,24,16.0,2,3,3.0,7,4.0
1052,19/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1053,19/05/2020,Gyeonggi,725,176,503,29.0,360,52,62.0,46,1.0
1054,19/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0
1055,19/05/2020,Chung-buk,59,8,42,6.0,27,7,2.0,9,0.0
1056,19/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,0.0
1057,19/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0
1058,19/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1059,19/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0
1060,19/05/2020,Gyeong- nam,121,17,86,32.0,47,6,1.0,18,0.0
1061,19/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1062,19/05/2020,Airport,501,501,0,0.0,0,0,0.0,0,0.0
1063,19/05/2020,Total,11078,1181,8857,5212.0,2250,1237,158.0,1040,13.0
1064,20/05/2020,Seoul,752,266,460,8.0,366,17,69.0,26,10.0
1065,20/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
1066,20/05/2020,Daegu,6872,25,6115,4510.0,678,923,4.0,732,1.0
1067,20/05/2020,Incheon,134,47,82,2.0,67,6,7.0,5,8.0
1068,20/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1069,20/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,0.0
1070,20/05/2020,Ulsan,49,18,24,16.0,2,3,3.0,7,0.0
1071,20/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1072,20/05/2020,Gyeonggi,735,178,510,29.0,367,52,62.0,47,10.0
1073,20/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0
1074,20/05/2020,Chung-buk,59,8,42,6.0,27,7,2.0,9,0.0
1075,20/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,0.0
1076,20/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,1.0
1077,20/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1078,20/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0
1079,20/05/2020,Gyeong- nam,121,17,86,32.0,47,6,1.0,18,0.0
1080,20/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1081,20/05/2020,Airport,503,503,0,0.0,0,0,0.0,0,2.0
1082,20/05/2020,Total,11110,1189,8878,5212.0,2271,1237,158.0,1043,32.0
1083,21/05/2020,Seoul,756,267,463,8.0,369,17,69.0,26,4.0
1084,21/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
1085,21/05/2020,Daegu,6872,25,6115,4510.0,678,923,4.0,732,0.0
1086,21/05/2020,Incheon,140,47,88,2.0,73,6,7.0,5,6.0
1087,21/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1088,21/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,0.0
1089,21/05/2020,Ulsan,49,18,24,16.0,2,3,3.0,7,0.0
1090,21/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1091,21/05/2020,Gyeonggi,735,178,510,29.0,367,52,62.0,47,0.0
1092,21/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0
1093,21/05/2020,Chung-buk,59,8,42,6.0,27,7,2.0,9,0.0
1094,21/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,1.0
1095,21/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1096,21/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1097,21/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0
1098,21/05/2020,Gyeong- nam,121,17,86,32.0,47,6,1.0,18,0.0
1099,21/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1100,21/05/2020,Airport,504,504,0,0.0,0,0,0.0,0,1.0
1101,21/05/2020,Total,11122,1191,8888,5212.0,2281,1237,158.0,1043,12.0
1102,22/05/2020,Seoul,758,268,463,8.0,369,17,69.0,27,2.0
1103,22/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
1104,22/05/2020,Daegu,6872,25,6115,4510.0,678,923,4.0,732,0.0
1105,22/05/2020,Incheon,141,47,89,2.0,74,6,7.0,5,1.0
1106,22/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1107,22/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,0.0
1108,22/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,1.0
1109,22/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,
1110,22/05/2020,Gyeonggi,741,178,516,29.0,371,54,62.0,47,6.0
1111,22/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0
1112,22/05/2020,Chung-buk,59,8,42,6.0,27,7,2.0,9,0.0
1113,22/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0
1114,22/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1115,22/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1116,22/05/2020,Gyeong- buk,1370,13,1225,566.0,468,191,0.0,132,2.0
1117,22/05/2020,Gyeong- nam,122,17,87,32.0,48,6,1.0,18,1.0
1118,22/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1119,22/05/2020,Airport,511,511,0,0.0,0,0,0.0,0,7.0
1120,22/05/2020,Total,11142,1200,8897,5212.0,2287,1240,158.0,1045,20.0
1121,23/05/2020,Seoul,762,268,467,8.0,373,17,69.0,27,4.0
1122,23/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
1123,23/05/2020,Daegu,6873,25,6116,4510.0,678,924,4.0,732,1.0
1124,23/05/2020,Incheon,141,47,89,2.0,74,6,7.0,5,0.0
1125,23/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1126,23/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,1.0
1127,23/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0
1128,23/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1129,23/05/2020,Gyeonggi,754,178,528,29.0,385,52,62.0,48,13.0
1130,23/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0
1131,23/05/2020,Chung-buk,59,8,42,6.0,27,7,2.0,9,0.0
1132,23/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0
1133,23/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1134,23/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1135,23/05/2020,Gyeong- buk,1370,13,1225,566.0,468,191,0.0,132,0.0
1136,23/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,1.0
1137,23/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1138,23/05/2020,Airport,514,514,0,0.0,0,0,0.0,0,3.0
1139,23/05/2020,Total,11165,1204,8914,5212.0,2305,1239,158.0,1047,23.0
1140,24/05/2020,Seoul,768,270,471,8.0,377,17,69.0,27,6.0
1141,24/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
1142,24/05/2020,Daegu,6873,25,6117,4510.0,682,921,4.0,731,0.0
1143,24/05/2020,Incheon,143,47,91,2.0,76,6,7.0,5,2.0
1144,24/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1145,24/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0
1146,24/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0
1147,24/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1148,24/05/2020,Gyeonggi,760,179,533,29.0,390,52,62.0,48,6.0
1149,24/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,1.0
1150,24/05/2020,Chung-buk,59,8,42,6.0,27,7,2.0,9,0.0
1151,24/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0
1152,24/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1153,24/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1154,24/05/2020,Gyeong- buk,1376,13,1231,566.0,474,191,0.0,132,6.0
1155,24/05/2020,Gyeong-nam,123,17,87,32.0,48,6,1.0,19,0.0
1156,24/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1157,24/05/2020,Airport,518,518,0,0.0,0,0,0.0,0,4.0
1158,24/05/2020,Total,11190,1212,8932,5212.0,2326,1236,158.0,1046,25.0
1159,25/05/2020,Seoul,774,270,476,8.0,382,17,69.0,28,6.0
1160,25/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
1161,25/05/2020,Daegu,6874,25,6120,4510.0,682,924,4.0,731,1.0
1162,25/05/2020,Incheon,144,47,92,2.0,77,6,7.0,5,1.0
1163,25/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1164,25/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0
1165,25/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0
1166,25/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1167,25/05/2020,Gyeonggi,766,181,537,29.0,394,52,62.0,48,6.0
1168,25/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,0.0
1169,25/05/2020,Chung-buk,59,8,42,6.0,27,7,2.0,9,0.0
1170,25/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0
1171,25/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1172,25/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1173,25/05/2020,Gyeong- buk,1377,13,1232,566.0,475,191,0.0,132,1.0
1174,25/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1175,25/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1176,25/05/2020,Airport,519,519,0,0.0,0,0,0.0,0,1.0
1177,25/05/2020,Total,11206,1215,8946,5212.0,2337,1239,158.0,1047,16.0
1178,26/05/2020,Seoul,783,271,485,8.0,390,18,69.0,27,9.0
1179,26/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
1180,26/05/2020,Daegu,6875,25,6119,4510.0,685,920,4.0,731,1.0
1181,26/05/2020,Incheon,147,47,95,2.0,80,6,7.0,5,3.0
1182,26/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1183,26/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0
1184,26/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0
1185,26/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1186,26/05/2020,Gyeonggi,768,181,539,29.0,396,52,62.0,48,2.0
1187,26/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,0.0
1188,26/05/2020,Chung-buk,60,8,42,6.0,27,7,2.0,10,1.0
1189,26/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0
1190,26/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1191,26/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1192,26/05/2020,Gyeong- buk,1378,13,1232,566.0,476,190,0.0,133,1.0
1193,26/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1194,26/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1195,26/05/2020,Airport,521,521,0,0.0,0,0,0.0,0,2.0
1196,26/05/2020,Total,11225,1218,8959,5212.0,2354,1235,158.0,1048,19.0
1197,27/05/2020,Seoul,802,271,501,8.0,403,21,69.0,30,19.0
1198,27/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
1199,27/05/2020,Daegu,6878,26,6119,4510.0,685,920,4.0,733,3.0
1200,27/05/2020,Incheon,158,48,105,2.0,90,6,7.0,5,11.0
1201,27/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1202,27/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0
1203,27/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0
1204,27/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1205,27/05/2020,Gyeonggi,774,181,544,29.0,397,56,62.0,49,6.0
1206,27/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,0.0
1207,27/05/2020,Chung-buk,60,8,42,6.0,27,7,2.0,10,0.0
1208,27/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0
1209,27/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1210,27/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1211,27/05/2020,Gyeong- buk,1378,13,1233,566.0,477,190,0.0,132,0.0
1212,27/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1213,27/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1214,27/05/2020,Airport,522,522,0,0.0,0,0,0.0,0,1.0
1215,27/05/2020,Total,11265,1221,8991,5212.0,2379,1242,158.0,1053,40.0
1216,28/05/2020,Seoul,826,273,520,8.0,425,18,69.0,33,24.0
1217,28/05/2020,Busan,145,28,88,12.0,57,18,1.0,29,1.0
1218,28/05/2020,Daegu,6880,26,6118,4510.0,684,920,4.0,736,2.0
1219,28/05/2020,Incheon,180,48,127,2.0,112,6,7.0,5,22.0
1220,28/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1221,28/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0
1222,28/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0
1223,28/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1224,28/05/2020,Gyeonggi,795,181,566,29.0,423,52,62.0,48,21.0
1225,28/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,0.0
1226,28/05/2020,Chung-buk,60,8,42,6.0,27,7,2.0,10,0.0
1227,28/05/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,1.0
1228,28/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1229,28/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1230,28/05/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,1.0
1231,28/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1232,28/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1233,28/05/2020,Airport,529,529,0,0.0,0,0,0.0,0,7.0
1234,28/05/2020,Total,11344,1232,9054,5212.0,2449,1235,158.0,1058,79.0
1235,29/05/2020,Seoul,846,274,538,8.0,443,18,69.0,34,20.0
1236,29/05/2020,Busan,145,28,88,12.0,57,18,1.0,29,0.0
1237,29/05/2020,Daegu,6880,26,6118,4510.0,684,920,4.0,736,0.0
1238,29/05/2020,Incheon,198,48,144,2.0,129,6,7.0,6,18.0
1239,29/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1240,29/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0
1241,29/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0
1242,29/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1243,29/05/2020,Gyeonggi,815,183,583,29.0,438,54,62.0,49,20.0
1244,29/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,0.0
1245,29/05/2020,Chung-buk,60,8,42,6.0,27,7,2.0,10,0.0
1246,29/05/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0
1247,29/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1248,29/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1249,29/05/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0
1250,29/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1251,29/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1252,29/05/2020,Airport,529,529,0,0.0,0,0,0.0,0,0.0
1253,29/05/2020,Total,11402,1235,9106,5212.0,2499,1237,158.0,1061,58.0
1254,30/05/2020,Seoul,855,276,542,8.0,447,18,69.0,37,9.0
1255,30/05/2020,Busan,146,28,88,12.0,57,18,1.0,30,1.0
1256,30/05/2020,Daegu,6882,27,6118,4510.0,684,920,4.0,737,2.0
1257,30/05/2020,Incheon,203,48,149,2.0,134,6,7.0,6,5.0
1258,30/05/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,2.0
1259,30/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0
1260,30/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0
1261,30/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1262,30/05/2020,Gyeonggi,828,184,595,29.0,450,53,63.0,49,13.0
1263,30/05/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,1.0
1264,30/05/2020,Chung-buk,60,8,42,6.0,27,7,2.0,10,0.0
1265,30/05/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0
1266,30/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1267,30/05/2020,Jeonnam,19,11,5,1.0,1,2,1.0,3,1.0
1268,30/05/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0
1269,30/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1270,30/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1271,30/05/2020,Airport,534,534,0,0.0,0,0,0.0,0,5.0
1272,30/05/2020,Total,11441,1247,9128,5212.0,2521,1236,159.0,1066,39.0
1273,31/05/2020,Seoul,861,277,546,8.0,451,18,69.0,38,6.0
1274,31/05/2020,Busan,147,29,88,12.0,57,18,1.0,30,1.0
1275,31/05/2020,Daegu,6883,28,6118,4510.0,684,920,4.0,737,1.0
1276,31/05/2020,Incheon,206,48,152,2.0,137,6,7.0,6,3.0
1277,31/05/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0
1278,31/05/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,1.0
1279,31/05/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,2.0
1280,31/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1281,31/05/2020,Gyeonggi,840,189,601,29.0,456,53,63.0,50,12.0
1282,31/05/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0
1283,31/05/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0
1284,31/05/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0
1285,31/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1286,31/05/2020,Jeonnam,19,11,5,1.0,1,2,1.0,3,0.0
1287,31/05/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0
1288,31/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1289,31/05/2020,Jeju,15,9,2,0.0,1,0,1.0,4,1.0
1290,31/05/2020,Airport,534,534,0,0.0,0,0,0.0,0,0.0
1291,31/05/2020,Total,11468,1259,9141,5212.0,2534,1236,159.0,1068,27.0
1292,01/06/2020,Seoul,862,278,546,8.0,451,18,69.0,38,1.0
1293,01/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0
1294,01/06/2020,Daegu,6884,28,6118,4510.0,686,918,4.0,738,1.0
1295,01/06/2020,Incheon,224,48,169,2.0,154,6,7.0,7,18.0
1296,01/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0
1297,01/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0
1298,01/06/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,0.0
1299,01/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1300,01/06/2020,Gyeonggi,852,190,611,29.0,466,53,63.0,51,12.0
1301,01/06/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0
1302,01/06/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0
1303,01/06/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0
1304,01/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1305,01/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,1.0
1306,01/06/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0
1307,01/06/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1308,01/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0
1309,01/06/2020,Airport,536,536,0,0.0,0,0,0.0,0,2.0
1310,01/06/2020,Total,11503,1264,9168,5212.0,2563,1234,159.0,1071,35.0
1311,02/06/2020,Seoul,876,279,556,8.0,461,18,69.0,41,14.0
1312,02/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0
1313,02/06/2020,Daegu,6884,28,6118,4511.0,686,917,4.0,738,0.0
1314,02/06/2020,Incheon,232,48,177,2.0,162,6,7.0,7,8.0
1315,02/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0
1316,02/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0
1317,02/06/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,0.0
1318,02/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1319,02/06/2020,Gyeonggi,867,190,624,29.0,478,54,63.0,53,15.0
1320,02/06/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0
1321,02/06/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0
1322,02/06/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0
1323,02/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1324,02/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0
1325,02/06/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0
1326,02/06/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1327,02/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0
1328,02/06/2020,Airport,537,537,0,0.0,0,0,0.0,0,1.0
1329,02/06/2020,Total,11541,1266,9199,5213.0,2593,1234,159.0,1076,38.0
1330,03/06/2020,Seoul,895,281,570,8.0,475,18,69.0,44,19.0
1331,03/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0
1332,03/06/2020,Daegu,6885,28,6118,4511.0,686,917,4.0,739,1.0
1333,03/06/2020,Incheon,249,48,192,2.0,177,6,7.0,9,17.0
1334,03/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0
1335,03/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0
1336,03/06/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,0.0
1337,03/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1338,03/06/2020,Gyeonggi,879,191,634,29.0,489,53,63.0,54,12.0
1339,03/06/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0
1340,03/06/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0
1341,03/06/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0
1342,03/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1343,03/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0
1344,03/06/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0
1345,03/06/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1346,03/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0
1347,03/06/2020,Airport,537,537,0,0.0,0,0,0.0,0,0.0
1348,03/06/2020,Total,11590,1269,9238,5213.0,2633,1233,159.0,1083,49.0
1349,04/06/2020,Seoul,909,282,581,8.0,485,19,69.0,46,14.0
1350,04/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0
1351,04/06/2020,Daegu,6885,28,6118,4511.0,686,917,4.0,739,0.0
1352,04/06/2020,Incheon,256,48,198,2.0,182,7,7.0,10,7.0
1353,04/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0
1354,04/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0
1355,04/06/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,0.0
1356,04/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1357,04/06/2020,Gyeonggi,894,193,647,29.0,499,56,63.0,54,15.0
1358,04/06/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0
1359,04/06/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0
1360,04/06/2020,Chung-nam,146,13,123,0.0,121,1,1.0,10,0.0
1361,04/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1362,04/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0
1363,04/06/2020,Gyeong- buk,1380,15,1233,566.0,477,190,0.0,132,1.0
1364,04/06/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1365,04/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0
1366,04/06/2020,Airport,539,539,0,0.0,0,0,0.0,0,2.0
1367,04/06/2020,Total,11629,1275,9268,5213.0,2658,1238,159.0,1086,39.0
1368,05/06/2020,Seoul,924,282,590,8.0,494,19,69.0,52,15.0
1369,05/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0
1370,05/06/2020,Daegu,6886,28,6118,4511.0,686,917,4.0,740,1.0
1371,05/06/2020,Incheon,262,48,206,2.0,191,6,7.0,8,6.0
1372,05/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0
1373,05/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0
1374,05/06/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,0.0
1375,05/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1376,05/06/2020,Gyeonggi,907,196,655,29.0,508,55,63.0,56,13.0
1377,05/06/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0
1378,05/06/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0
1379,05/06/2020,Chung- nam,147,13,124,0.0,122,1,1.0,10,1.0
1380,05/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0
1381,05/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0
1382,05/06/2020,Gyeong- buk,1382,16,1233,566.0,477,190,0.0,133,2.0
1383,05/06/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0
1384,05/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0
1385,05/06/2020,Airport,540,540,0,0.0,0,0,0.0,0,1.0
1386,05/06/2020,Total,11668,1280,9294,5213.0,2686,1236,159.0,1094,39.0
1387,06/06/2020,Seoul,947,282,615,8.0,519,19,69.0,50,23.0
1388,06/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0
